order_number,orderDate,Item Name,Quantity,ProductPrice,Totalproducts
97778,2021-06-09 14:41:11,Kits,8,95.63,13
27039,2020-08-29 06:11:26,McDonald's,1,57.04,18
87304,2016-09-21 17:07:40,Domino,8,18.04,14
96298,2018-11-08 15:02:28,Kits,2,55.39,5
45334,2018-11-04 00:22:32,Carib Brewery,2,47.29,23
49102,2020-06-10 01:18:52,Tic Tac,2,53.01,21
23276,2020-02-15 20:08:29,Betty Crocker,1,25.70,11
32317,2019-01-27 03:51:10,Wonder Bread,1,37.56,17
27535,2018-03-30 19:14:00,Red Lobster,4,39.15,18
90416,2019-11-07 12:38:56,Bewley's,6,89.88,22
99882,2021-07-24 17:54:29,Vitta Foods,6,20.13,14
76788,2020-09-27 21:25:28,Knorr,8,66.12,9
36961,2020-03-26 01:05:28,Andy Capp's fries,9,52.92,12
81323,2017-02-25 10:46:34,Cobblestone,6,94.75,2
63424,2017-05-14 05:39:50,Nesquik,7,12.17,3
91936,2021-06-20 17:35:24,Subway,8,66.43,24
97827,2016-05-24 05:42:40,LEonidas,3,17.83,5
22801,2021-03-26 20:04:38,Baskin robbins,5,42.23,11
96636,2021-03-24 07:48:29,Starbucks,4,87.37,9
47083,2021-09-15 11:54:03,LEonidas,9,53.97,8
77653,2019-03-21 06:02:52,Kinder,1,68.94,8
81366,2018-08-19 09:03:50,Carib Brewery,7,44.20,23
14920,2018-09-15 17:31:40,Bel Group,4,97.01,3
16587,2021-07-27 10:56:35,Burger King,6,31.93,14
86298,2020-06-04 21:06:29,Wendy's,5,46.06,28
83157,2019-03-21 07:10:08,Secret Recipe,7,74.34,18
66063,2016-04-26 15:50:07,Tic Tac,1,48.44,13
48313,2018-07-29 11:43:55,Wonder Bread,5,67.02,19
71602,2021-06-23 20:02:15,Sun-Pat,6,26.80,9
65234,2021-03-06 21:18:47,Magnum,1,8.97,18
2262,2016-06-02 22:37:29,Wonder Bread,1,57.24,22
78202,2016-08-17 16:40:53,Soprole,2,62.58,15
25025,2020-06-13 15:09:46,M&M Food Market,5,19.92,4
31432,2018-10-15 15:23:38,Dunkin' Donuts,9,28.54,25
56116,2016-05-04 00:03:30,Taco Bell,2,27.39,3
65930,2018-10-06 10:27:22,Bel Group,4,83.83,25
90646,2021-03-20 14:07:26,Secret Recipe,4,32.03,8
80422,2021-03-14 01:42:56,Olymel,7,61.65,7
44235,2017-05-18 17:50:27,Knorr,1,22.01,11
24211,2016-07-28 09:38:56,Andy Capp's fries,4,88.60,6
13057,2021-01-29 04:07:16,Betty Crocker,4,74.51,6
51913,2020-09-21 04:35:26,Andy Capp's fries,1,78.64,17
31422,2017-03-24 06:38:02,Doritos,5,41.75,8
76593,2021-01-30 22:26:07,LEonidas,1,65.57,20
44464,2017-07-07 15:48:51,Burger King,9,84.19,9
57148,2019-10-12 05:00:52,Nutella,6,57.08,17
33464,2021-11-17 22:14:25,Dunkin' Donuts,8,72.46,25
65711,2018-09-15 04:56:09,Kits,5,47.77,17
78720,2019-08-12 04:27:41,Baskin robbins,6,99.55,6
1591,2018-09-15 12:00:21,Domino,3,46.37,7
63859,2017-03-06 08:19:37,Nesquik,4,29.83,24
40587,2016-08-12 18:28:46,Soprole,8,51.52,9
4149,2020-10-08 03:15:51,Red Lobster,9,21.58,21
77713,2016-05-13 01:32:57,M&M Food Market,3,87.83,17
69470,2018-01-05 03:42:47,Starbucks,7,9.21,19
65673,2020-07-21 21:04:11,Magnum,1,12.44,13
22291,2017-05-09 15:06:03,Cobblestone,1,23.51,6
47940,2021-05-31 15:54:36,Doritos,6,45.44,28
52614,2020-10-26 22:55:04,Wendy's,2,3.36,4
55070,2016-10-13 09:23:22,Domino,6,5.64,14
88284,2018-08-30 12:00:10,Bewley's,1,99.44,14
18383,2019-07-18 15:28:54,Wonder Bread,3,76.04,2
20740,2016-01-21 19:22:38,Lavazza,5,28.53,5
5605,2019-08-23 18:57:05,Kits,3,97.75,10
90324,2016-11-08 12:51:56,KFC,5,93.47,28
22992,2021-03-29 22:34:16,Tic Tac,6,20.35,24
25173,2020-12-04 10:17:26,Taco Bell,8,69.39,24
15754,2017-07-29 22:42:09,Kits,5,98.40,20
87399,2019-04-19 18:32:55,Dr. Oetker,6,21.69,7
47939,2016-05-12 14:54:05,Kits,7,27.41,12
14437,2020-08-10 12:37:49,Vitta Foods,8,28.42,7
42633,2019-08-25 17:38:56,Doritos,1,89.35,9
93035,2019-08-13 22:10:22,Carib Brewery,6,9.62,3
36930,2017-02-13 12:00:33,Carib Brewery,1,17.71,28
27898,2018-02-25 17:28:46,Tic Tac,3,96.95,12
3514,2020-09-12 20:07:28,Papadopoulos,8,37.25,21
31227,2020-10-30 14:19:50,Nabisco,1,77.07,25
67195,2021-03-28 04:22:01,LEonidas,8,51.38,15
80802,2020-01-18 02:13:03,LEonidas,3,43.52,2
30934,2019-11-26 20:57:39,Domino,7,44.62,16
79776,2018-12-30 20:05:43,Baskin robbins,6,52.11,26
68786,2017-09-05 22:43:55,Sun-Pat,7,40.26,9
94323,2019-10-13 05:01:33,Wendy's,9,22.70,16
83436,2018-05-25 20:48:42,Secret Recipe,8,3.50,26
95383,2020-07-19 07:36:21,Wendy's,7,17.01,2
74795,2017-12-30 03:20:36,Dr. Oetker,3,86.52,21
16117,2018-05-20 18:32:04,Subway,4,16.01,19
82763,2020-02-17 20:20:19,Olymel,4,63.65,16
32742,2020-11-26 04:38:48,McDonald's,3,55.19,16
4745,2021-07-10 11:46:45,Taco Bell,9,75.53,3
61843,2019-03-06 03:22:13,Kinder,5,82.00,13
82384,2019-10-03 04:57:23,Cobblestone,2,17.72,17
4813,2021-02-06 21:26:35,Starbucks,2,12.56,22
22326,2019-06-08 01:34:55,Heinz,7,81.42,22
5692,2018-06-28 12:44:43,Wonder Bread,7,50.37,13
34139,2020-09-29 00:56:02,Bewley's,6,68.76,10
83198,2018-01-08 05:13:13,Nabisco,5,62.04,18
63437,2018-05-30 16:56:31,Sun-Pat,3,21.70,6
16348,2020-03-29 16:07:26,Wonder Bread,6,14.52,6
20455,2016-01-28 00:05:55,Doritos,2,32.51,15
85336,2016-09-16 10:45:48,KFC,1,7.42,12
43092,2018-04-18 22:33:10,Nesquik,6,14.76,23
68189,2018-07-10 01:51:24,Sun-Pat,4,64.01,24
45242,2016-01-27 15:12:20,Kinder,3,95.29,15
34454,2019-01-02 16:06:44,Magnum,1,47.90,24
9632,2016-03-26 12:41:48,Burger King,1,59.33,6
55936,2018-08-11 00:35:57,Wonder Bread,7,75.21,5
84840,2019-11-26 19:14:28,Dr. Oetker,7,97.10,18
57651,2021-05-11 16:11:43,Wonder Bread,5,98.38,26
99655,2020-01-14 14:05:57,Starbucks,5,12.12,10
10921,2017-09-20 05:45:57,Burger King,2,30.21,19
70111,2016-05-14 10:43:37,Dunkin' Donuts,7,83.84,17
94249,2020-04-21 08:17:08,Dr. Oetker,1,73.27,17
69567,2019-09-10 19:45:30,Subway,6,95.21,9
20674,2017-01-23 17:43:13,KFC,2,88.46,9
18328,2019-10-21 05:32:23,Pizza Hut,9,95.61,23
38770,2018-10-22 00:37:56,Carib Brewery,2,71.21,10
99170,2020-07-21 14:31:22,Betty Crocker,9,63.05,7
95509,2016-12-15 06:57:24,Kits,4,31.36,4
36182,2020-02-16 07:23:55,Soprole,2,14.77,5
72540,2018-12-26 15:07:19,Wonder Bread,1,71.17,18
41239,2017-10-03 20:23:50,Nabisco,2,5.21,26
70167,2021-05-23 07:04:58,Secret Recipe,4,23.60,19
59238,2020-12-09 19:53:29,Domino,5,16.63,1
3407,2019-12-08 02:42:43,Kits,8,92.53,20
51981,2016-10-14 20:51:26,Magnum,2,59.12,1
96653,2020-10-06 02:30:03,LEonidas,5,99.90,12
72611,2016-05-16 09:12:52,Kinder,8,62.33,27
49790,2019-01-12 15:52:08,Domino,9,98.44,20
29131,2021-05-17 00:35:02,Red Lobster,6,60.66,5
61724,2020-10-16 00:07:58,Domino,7,69.97,12
3268,2019-04-09 05:11:31,Domino,2,22.38,17
64646,2018-09-19 12:13:07,Magnum,1,79.17,19
47603,2017-02-10 21:10:18,Andy Capp's fries,5,56.89,20
72529,2017-05-27 00:01:38,Soprole,6,83.06,17
10202,2018-01-28 04:04:30,Dr. Oetker,3,78.99,5
41347,2021-07-20 11:18:56,Knorr,6,8.86,25
95303,2019-05-19 07:41:51,Wonder Bread,5,52.56,12
15726,2017-04-13 16:34:33,Nesquik,9,86.65,5
41729,2020-04-07 12:42:16,Heinz,7,70.07,24
12445,2019-07-26 21:12:37,Papadopoulos,1,51.19,4
70331,2020-06-28 04:35:01,Olymel,2,92.73,24
85980,2020-06-21 09:41:26,Nabisco,1,59.42,3
68448,2020-06-28 10:44:16,Taco Bell,3,52.95,2
8637,2018-10-07 15:32:27,Dunkin' Donuts,5,95.69,3
57678,2020-10-02 22:14:56,Lavazza,2,26.75,12
50948,2018-09-20 01:06:25,KFC,3,46.31,14
93076,2020-02-06 22:40:44,Wonder Bread,1,85.23,23
71736,2016-05-21 20:20:30,Tic Tac,8,20.78,26
35132,2016-01-17 17:32:32,Sun-Pat,4,54.10,15
33447,2016-05-16 14:12:09,Starbucks,8,28.48,17
26515,2018-01-15 00:57:40,Domino,6,74.59,16
14682,2016-10-10 15:23:08,Nutella,9,41.12,4
1452,2019-04-28 17:41:27,Dunkin' Donuts,4,67.17,18
4500,2019-02-15 16:12:39,Applebee's,9,79.86,4
4980,2019-10-21 21:32:22,Red Lobster,4,24.07,7
94180,2018-08-03 03:20:33,Doritos,6,32.49,2
1280,2021-05-23 12:56:30,Sun-Pat,4,46.73,4
93198,2016-11-22 12:01:05,Lavazza,6,20.31,8
26277,2017-03-25 13:56:41,M&M Food Market,4,36.63,28
40410,2020-01-19 06:49:06,Baskin robbins,1,98.03,22
77302,2021-07-24 11:55:17,Heinz,9,13.24,6
8623,2018-06-16 22:13:46,Heinz,3,61.25,26
22941,2016-05-29 18:45:43,Bel Group,8,70.91,28
28459,2019-10-04 03:32:29,Secret Recipe,7,64.64,26
69851,2017-08-11 02:25:52,Applebee's,7,7.04,9
80267,2018-10-20 16:06:32,Doritos,2,72.20,2
92469,2017-03-08 04:16:54,Domino,3,45.72,14
8686,2020-01-27 22:20:13,KFC,9,39.87,22
55017,2020-10-20 14:35:09,Heinz,9,5.98,23
19587,2021-11-21 09:34:58,McDonald's,1,82.49,13
71960,2017-07-16 07:34:13,Nesquik,5,37.88,18
74079,2020-05-31 19:26:30,Nesquik,5,60.10,4
53322,2017-05-12 10:55:16,Carib Brewery,3,38.36,21
87757,2016-10-25 20:25:02,Subway,5,8.36,2
30032,2019-03-26 03:22:03,Domino,2,98.07,25
94457,2018-10-30 16:22:54,Cheetos,8,39.30,5
85871,2016-10-22 22:09:43,M&M Food Market,8,42.40,7
62424,2018-11-19 05:03:49,Applebee's,1,9.86,24
92824,2017-08-08 06:29:46,Wonder Bread,4,51.50,16
48313,2016-08-11 17:12:11,Dr. Oetker,5,99.64,13
57819,2020-05-22 13:50:14,Domino,3,66.53,27
41076,2020-05-05 11:27:13,M&M Food Market,8,50.36,10
18344,2018-02-21 20:50:44,Papadopoulos,7,2.85,19
43656,2016-07-09 09:24:15,Olymel,7,45.24,10
15287,2020-07-13 22:33:08,Bewley's,6,29.98,18
32011,2016-05-01 14:18:16,Red Lobster,8,72.10,21
72643,2017-06-13 18:50:29,Secret Recipe,3,11.20,2
88959,2018-05-21 05:02:11,Wonder Bread,4,34.70,1
92705,2018-08-25 00:14:21,Pizza Hut,5,12.12,2
35081,2021-10-21 07:30:35,Starbucks,9,12.05,24
43876,2018-11-28 01:56:42,Nutella,8,60.12,25
81642,2019-01-09 00:06:47,Subway,3,57.49,4
85712,2017-03-14 22:09:41,Nutella,1,73.42,9
45145,2017-09-23 06:51:33,Burger King,4,8.51,13
56822,2021-02-20 22:15:13,Knorr,9,24.70,10
67408,2018-05-17 13:54:57,Nabisco,5,92.24,23
84124,2016-06-20 03:49:25,Papadopoulos,3,14.52,11
90486,2016-12-14 01:02:33,Applebee's,3,71.91,25
93172,2020-12-18 00:05:36,Kinder,7,34.89,10
91166,2018-09-01 18:41:36,Cheetos,7,15.81,21
59120,2021-01-04 16:19:25,McDonald's,4,57.35,28
1684,2020-10-14 00:23:52,Applebee's,1,8.21,11
83956,2021-05-25 05:11:27,Domino,4,35.42,3
28943,2016-06-24 20:12:16,Carib Brewery,2,69.66,4
69036,2016-09-10 22:53:19,Nesquik,5,43.80,18
43488,2019-09-29 21:25:51,Andy Capp's fries,6,51.86,28
16875,2016-01-25 03:16:41,Nutella,9,80.11,23
86025,2018-02-24 09:06:41,Soprole,9,32.85,11
1223,2021-06-26 12:47:38,Dunkin' Donuts,2,46.32,17
46614,2019-09-30 18:40:56,Andy Capp's fries,9,69.20,12
18997,2019-11-12 07:00:44,Kits,3,81.73,5
73460,2017-11-03 14:30:57,Nabisco,5,34.61,2
76936,2018-10-10 10:30:20,Nabisco,5,72.15,1
74757,2017-06-24 02:26:10,Lavazza,6,53.04,17
42730,2018-01-16 16:10:51,Dr. Oetker,9,32.71,21
20757,2019-10-24 01:08:37,Soprole,2,79.65,15
52757,2019-01-08 15:42:24,Cheetos,2,21.32,18
61550,2021-08-12 06:01:37,Burger King,7,31.63,6
24974,2017-05-11 00:26:48,Nesquik,2,95.80,14
17287,2020-11-23 19:30:03,Nutella,7,99.75,11
94305,2020-08-15 22:05:06,Bel Group,4,5.50,7
95332,2021-03-28 03:27:17,Secret Recipe,5,22.89,9
30791,2017-06-27 09:50:27,Heinz,1,76.96,21
73168,2020-07-19 12:15:14,Domino,3,91.33,17
73602,2016-11-07 10:34:30,Subway,7,40.22,22
40670,2018-11-11 02:26:05,Doritos,4,13.62,9
17258,2019-08-14 01:46:28,Olymel,4,89.21,24
5644,2019-07-16 19:19:34,Dr. Oetker,8,80.34,6
11437,2020-02-06 12:11:19,Bel Group,7,10.16,16
8098,2016-09-24 06:01:24,Nesquik,1,66.09,10
93105,2020-08-19 03:23:42,Heinz,6,77.86,27
88230,2019-06-14 17:26:12,Cheetos,1,88.45,7
51363,2017-07-14 16:38:44,Nutella,3,85.91,13
9288,2016-11-29 16:01:14,Cobblestone,5,13.45,15
63446,2021-05-08 04:14:40,McDonald's,4,83.79,27
4215,2017-02-20 04:50:48,Andy Capp's fries,1,52.64,23
49135,2020-07-05 19:24:49,Soprole,8,76.19,26
95122,2021-09-28 09:55:36,M&M Food Market,1,49.97,8
57766,2018-11-04 01:57:24,Starbucks,9,85.19,17
27194,2016-01-12 10:38:02,Tic Tac,1,80.38,27
61599,2019-07-02 14:53:58,Kits,7,26.23,7
63156,2019-05-12 12:22:13,Wendy's,7,87.98,27
76742,2016-02-15 12:36:37,KFC,5,76.89,21
55690,2017-06-08 02:01:38,Applebee's,8,15.98,11
12279,2020-03-09 14:57:56,Doritos,5,11.42,1
16267,2017-01-16 18:25:11,M&M Food Market,1,4.27,2
56621,2016-02-12 08:28:39,Pizza Hut,5,51.71,7
17306,2019-05-22 20:37:49,Kits,4,59.65,27
48116,2018-05-27 07:51:34,Pizza Hut,4,66.83,2
95235,2020-10-24 19:56:47,Carib Brewery,4,14.30,16
23365,2021-09-05 08:10:51,LEonidas,3,19.58,4
19568,2018-08-17 08:20:33,Dr. Oetker,7,48.89,9
94930,2020-10-09 15:38:17,Lavazza,7,93.82,21
70288,2017-08-20 06:05:41,Papadopoulos,1,16.00,1
9012,2017-07-17 01:41:51,McDonald's,5,52.38,19
40908,2021-03-12 05:01:36,Burger King,3,72.87,15
87113,2018-02-26 07:49:25,Nutella,2,28.63,2
13064,2019-03-13 10:52:12,Doritos,7,96.77,23
90270,2017-02-26 12:11:20,Magnum,1,26.46,9
23374,2017-11-14 06:28:08,Soprole,9,24.27,28
34427,2017-01-14 20:19:30,Tic Tac,4,35.80,27
68481,2017-12-07 21:05:36,Andy Capp's fries,8,17.49,18
86401,2021-06-04 18:20:48,Magnum,3,98.74,14
77244,2019-01-10 15:47:26,Soprole,3,22.66,14
42270,2020-03-05 10:31:35,Starbucks,4,19.86,14
89621,2020-07-03 16:39:06,Burger King,4,53.50,21
59531,2018-06-26 13:18:09,Dr. Oetker,6,14.63,25
36178,2019-08-21 11:01:11,Dr. Oetker,5,27.73,26
43461,2016-07-18 02:16:35,Wendy's,8,3.69,1
35749,2020-09-07 15:55:52,Applebee's,1,13.37,13
26520,2017-06-14 12:58:06,Subway,3,71.47,27
94388,2016-09-07 18:34:17,McDonald's,3,33.71,5
38999,2019-09-09 09:35:31,LEonidas,9,55.12,6
5562,2018-02-08 20:18:39,Olymel,5,14.16,9
73934,2016-06-18 12:44:05,Nabisco,1,12.65,11
68867,2020-09-05 09:13:03,Sun-Pat,8,93.44,16
36365,2020-04-24 13:16:53,M&M Food Market,3,48.91,3
94791,2017-02-11 03:23:24,Secret Recipe,1,67.51,9
55871,2020-11-07 20:43:30,Bel Group,9,66.24,1
36960,2019-08-25 15:36:56,Wendy's,5,27.84,15
99814,2019-02-23 04:32:26,McDonald's,6,99.80,21
55632,2016-11-20 09:08:58,Taco Bell,8,85.76,19
63318,2019-06-14 05:52:43,Cobblestone,5,54.43,12
81034,2020-11-06 18:00:17,Wendy's,6,34.28,1
61929,2021-09-12 19:29:28,Red Lobster,2,53.61,12
16862,2019-11-04 11:12:51,Wonder Bread,3,30.80,4
98135,2016-08-11 12:23:55,Soprole,4,41.83,28
89658,2019-01-28 12:44:01,Andy Capp's fries,7,72.40,15
13916,2021-11-10 21:01:14,Dr. Oetker,3,61.13,25
71641,2018-01-31 11:10:01,McDonald's,4,45.56,21
87988,2020-09-20 15:38:31,Dunkin' Donuts,1,74.16,6
67759,2019-06-30 20:16:58,Applebee's,2,53.14,22
40953,2020-04-12 05:56:15,Taco Bell,1,39.71,15
25917,2017-10-03 03:38:38,Cobblestone,3,27.48,18
7618,2019-07-03 10:55:12,Baskin robbins,5,24.18,2
32860,2021-03-28 06:46:20,Dr. Oetker,5,73.38,28
63715,2020-03-10 00:38:56,Pizza Hut,4,23.62,19
68435,2021-06-25 00:32:42,Magnum,3,33.73,4
7794,2020-08-06 04:40:11,Pizza Hut,1,37.31,14
79423,2019-06-10 20:29:57,Lavazza,6,78.97,24
68567,2017-07-08 13:31:21,Wonder Bread,8,75.06,15
86958,2017-04-17 22:15:54,Tic Tac,5,34.44,17
37784,2016-06-11 20:08:50,Nesquik,1,53.56,10
23812,2018-12-19 07:53:26,Magnum,2,66.31,23
52005,2017-07-08 06:46:36,LEonidas,6,62.58,4
84333,2017-06-28 07:23:27,M&M Food Market,4,46.67,8
34699,2017-11-30 04:42:17,Pizza Hut,8,10.79,3
67637,2021-02-07 00:38:04,Nesquik,8,13.50,9
51195,2018-08-01 21:26:30,Applebee's,2,94.42,24
46307,2020-04-20 22:03:27,Olymel,1,58.47,8
69653,2018-12-25 18:28:26,Applebee's,3,68.31,10
82642,2017-05-19 21:23:44,Nutella,4,73.19,10
20444,2021-07-11 15:56:38,KFC,8,94.18,25
5015,2017-03-23 14:14:34,Wendy's,6,44.99,15
73540,2018-11-22 14:04:01,Nabisco,8,58.30,16
80478,2018-01-04 08:08:03,Betty Crocker,8,86.83,15
9903,2017-10-10 11:25:18,Sun-Pat,6,69.79,22
29073,2021-07-25 16:39:34,Soprole,3,58.92,12
17011,2017-10-26 14:36:04,Doritos,8,50.18,24
16138,2020-06-23 13:29:26,Burger King,9,20.76,12
63807,2016-07-18 17:32:16,Tic Tac,6,71.55,10
45578,2017-08-23 21:24:19,Heinz,6,87.35,18
78479,2016-07-31 11:57:35,Papadopoulos,4,24.21,5
71632,2016-09-18 18:31:46,Kits,5,10.34,7
10310,2016-10-09 21:49:22,Tic Tac,8,20.15,19
77250,2016-09-28 19:09:36,Papadopoulos,6,81.95,21
53261,2018-03-18 11:23:37,Cobblestone,5,41.62,8
26333,2019-06-08 11:08:30,Dunkin' Donuts,2,67.57,21
70230,2016-11-09 01:33:23,M&M Food Market,3,64.90,8
48661,2020-03-16 02:35:40,Soprole,6,54.18,2
40263,2018-07-06 12:52:24,Olymel,6,69.64,28
37678,2021-05-30 05:13:02,Pizza Hut,3,92.00,2
4771,2020-12-18 11:22:46,Taco Bell,5,91.44,23
1231,2019-09-27 11:31:19,Subway,6,19.14,6
98000,2019-07-25 22:55:51,LEonidas,5,89.54,9
42373,2020-04-23 12:07:00,Taco Bell,9,19.09,25
73512,2020-01-31 05:50:57,Bewley's,4,70.90,22
79793,2016-09-23 17:47:04,Burger King,8,56.49,7
7435,2019-05-12 08:08:22,Subway,1,36.50,22
35217,2018-05-28 01:17:27,Subway,4,16.96,5
14418,2020-08-02 22:45:30,Secret Recipe,9,72.05,17
71434,2018-03-09 15:52:47,Dr. Oetker,3,11.46,20
63449,2016-06-19 04:08:25,Pizza Hut,1,48.33,23
7963,2020-02-23 13:20:05,Subway,6,60.62,3
31867,2018-04-25 06:54:03,Applebee's,7,20.48,9
96739,2017-08-10 15:16:30,Kits,6,84.33,4
25381,2018-11-14 08:16:30,Wendy's,8,34.79,15
58093,2020-04-21 10:22:22,Nabisco,8,27.07,13
66906,2021-01-22 22:02:48,Heinz,1,32.83,1
70698,2020-05-27 05:30:49,Magnum,1,4.41,2
20484,2018-05-02 09:58:42,Nabisco,8,29.88,8
27960,2017-12-06 17:52:26,Wonder Bread,5,35.44,20
98262,2018-09-29 11:45:47,Knorr,5,94.54,16
23206,2020-07-02 19:01:15,Subway,5,99.30,17
98639,2020-05-21 09:33:44,Pizza Hut,9,37.05,13
33022,2019-12-30 13:41:03,Bewley's,9,63.17,26
76500,2021-02-08 16:19:02,McDonald's,5,73.62,6
93159,2018-12-27 00:51:42,Nabisco,1,91.00,12
85119,2016-09-01 20:06:13,Taco Bell,2,14.96,15
37038,2020-11-27 18:24:48,Baskin robbins,1,10.51,7
88893,2017-06-28 16:51:30,Magnum,6,70.97,24
69390,2021-11-06 14:44:02,Dunkin' Donuts,9,63.09,14
32768,2018-02-23 17:06:48,Nesquik,7,62.05,17
24101,2021-08-28 09:45:31,M&M Food Market,4,4.58,12
90389,2018-11-28 03:08:49,Pizza Hut,2,8.36,5
16064,2018-03-22 22:01:54,Papadopoulos,5,63.04,12
13775,2016-03-04 14:22:34,Bewley's,6,85.21,13
27547,2021-08-09 00:40:35,Magnum,2,62.26,13
89273,2019-09-15 05:52:26,Tic Tac,9,38.83,1
11840,2020-06-18 22:10:16,Tic Tac,8,76.54,3
78533,2018-01-31 19:54:53,Red Lobster,3,30.41,3
31022,2021-02-14 08:35:30,McDonald's,8,76.92,21
76054,2017-04-10 00:11:19,Papadopoulos,9,87.39,21
98123,2018-09-22 01:10:39,Taco Bell,8,34.98,7
52944,2020-01-20 21:43:41,Nabisco,4,38.64,22
10130,2016-07-17 19:48:20,LEonidas,4,65.57,11
23702,2018-09-27 20:41:06,Knorr,8,19.93,28
72584,2018-09-07 17:40:12,Kits,3,29.48,3
12247,2019-08-01 05:36:37,Starbucks,6,27.82,3
21357,2016-10-14 17:35:01,Kits,8,26.62,25
45456,2017-04-13 09:39:03,Dunkin' Donuts,3,16.60,8
31152,2016-05-02 03:28:16,Sun-Pat,3,27.06,7
21851,2019-03-07 08:49:45,M&M Food Market,7,18.66,5
27985,2016-01-26 14:36:38,Starbucks,2,56.55,28
57124,2018-11-17 14:33:46,Dr. Oetker,9,27.32,12
81914,2019-03-04 04:23:38,Nutella,8,59.88,14
93003,2016-11-28 10:27:58,Secret Recipe,4,54.83,11
45114,2020-02-02 16:04:38,Soprole,8,79.05,18
61744,2018-08-31 19:16:19,Bewley's,8,26.95,21
4293,2019-07-11 15:05:03,Wonder Bread,1,20.55,14
74372,2018-08-09 09:56:55,Baskin robbins,8,12.73,27
3418,2016-06-01 12:15:50,Cheetos,3,21.12,8
46843,2016-12-11 13:06:20,Knorr,1,61.00,7
71776,2020-02-08 05:32:52,Olymel,1,89.32,6
90291,2020-04-14 11:01:41,Vitta Foods,1,41.23,17
10858,2020-10-04 01:17:02,LEonidas,8,32.60,3
10719,2017-04-30 02:29:12,Cobblestone,8,96.36,20
45003,2018-07-06 20:54:21,Bewley's,6,55.39,11
78221,2019-09-06 08:25:08,Nutella,6,92.51,9
31238,2020-04-11 06:13:06,Andy Capp's fries,6,2.80,11
12954,2016-08-07 00:32:08,Andy Capp's fries,9,16.93,9
92650,2017-11-27 21:13:18,Cheetos,8,67.34,9
70436,2021-06-01 10:03:22,Soprole,2,65.81,20
11384,2019-11-01 16:00:15,Andy Capp's fries,6,82.28,14
98362,2018-11-13 22:13:22,Applebee's,8,6.90,18
82729,2021-09-25 15:29:40,Red Lobster,6,97.16,12
53344,2017-08-17 07:15:11,Subway,6,89.96,18
88895,2016-03-06 08:51:19,Red Lobster,9,23.67,12
91243,2016-07-26 17:10:50,Baskin robbins,9,25.33,2
3113,2019-08-25 14:51:55,Soprole,2,72.03,3
40239,2021-05-22 01:15:43,Heinz,6,78.16,13
27649,2018-08-08 06:46:29,Burger King,5,16.40,2
29194,2018-01-25 12:53:36,Subway,4,51.93,18
6931,2017-04-16 04:34:58,Applebee's,1,48.43,2
54544,2017-04-13 01:51:46,LEonidas,3,86.35,15
18438,2016-01-26 07:57:48,Kinder,4,18.64,14
41648,2016-07-05 19:32:23,Kits,3,71.77,15
42306,2016-05-05 16:20:30,Kits,3,69.12,2
94372,2019-01-24 03:25:26,Kinder,9,21.75,27
65225,2021-01-10 18:57:38,Domino,4,51.46,21
32895,2019-08-25 01:50:05,Nesquik,3,96.45,22
76231,2019-12-09 00:36:31,Starbucks,9,42.10,10
15068,2016-05-04 21:48:50,LEonidas,3,74.69,2
69283,2020-08-09 04:23:42,Cobblestone,4,31.32,10
74347,2021-08-05 16:00:11,Applebee's,8,22.43,22
52065,2021-09-19 09:06:34,Bel Group,6,27.98,15
88467,2019-05-18 06:23:03,Applebee's,5,64.89,6
46506,2019-10-20 01:46:36,Red Lobster,3,94.63,25
75556,2016-02-20 06:55:32,Soprole,4,11.79,13
66481,2017-01-16 06:47:25,Dr. Oetker,7,34.94,6
53350,2017-01-07 07:13:17,Tic Tac,9,61.50,12
94465,2020-04-05 14:06:45,Tic Tac,3,34.85,10
59914,2018-02-16 19:26:31,Subway,4,28.34,13
52136,2021-10-30 22:25:20,LEonidas,7,7.63,19
83434,2020-08-18 13:23:29,KFC,6,20.03,17
89655,2018-01-30 10:35:36,Dr. Oetker,3,86.68,1
53880,2019-09-06 05:03:51,Vitta Foods,7,21.76,6
15890,2017-04-04 15:10:29,Magnum,7,44.93,17
72883,2016-11-22 05:45:32,Dr. Oetker,5,40.80,6
25595,2020-12-26 08:36:08,Red Lobster,5,53.52,16
22643,2018-02-22 09:49:25,Andy Capp's fries,6,30.09,23
40334,2021-04-23 21:05:17,Pizza Hut,4,49.50,21
45398,2017-12-17 08:34:55,Secret Recipe,8,8.04,9
28752,2017-06-12 20:23:22,Lavazza,7,39.33,25
50497,2017-04-17 06:00:46,Lavazza,9,28.33,22
82063,2016-04-19 00:47:05,Starbucks,9,83.89,4
83796,2019-07-26 05:47:30,Dr. Oetker,9,54.70,26
65532,2016-01-11 03:38:12,Nabisco,1,39.80,17
39615,2019-05-23 16:17:28,Nabisco,3,11.28,14
39183,2021-04-27 11:12:01,Starbucks,9,49.47,18
36819,2018-04-06 12:24:06,Magnum,9,37.58,25
84560,2019-07-13 00:18:43,Bel Group,8,95.32,9
92260,2021-04-05 05:12:31,Bewley's,5,92.61,9
26205,2019-04-23 20:10:13,Wendy's,1,32.18,19
32571,2021-02-11 11:24:38,Heinz,8,19.48,22
2906,2016-02-23 03:10:41,Cheetos,2,35.86,10
30036,2021-11-09 17:16:36,Subway,7,85.07,21
25757,2019-05-02 17:39:57,Kits,4,82.56,22
